Confidence Level,Model,Avg PICP,Std PICP,Avg PINAW,Std PINAW,Avg ACE,Std ACE,Avg AWD,Std AWD,Lower Bounds,Upper Bounds
0.6,BiLSTM,100.0,0.0,22.99014397416525,12.322138345119857,40.0,0.0,448.958966,340.58699253471525,"[-291.18502082824705, -311.44730682373046, -321.4687210083008, -330.7692741394043, -331.83507270812987, -327.396484375, -328.4124063491821, -331.1115390777588, -335.5442726135254, -337.85773639678956, -349.7466604232788, -357.08276081085205, -370.52241344451903, -380.7707399368286, -395.27780628204346, -412.1643316268921, -436.2948974609375, -461.13373165130616, -488.9799125671387, -511.39126472473146, -535.2982015609741, -558.3175575256348, -554.7193977355957, -539.5918758392334, -521.7676015853882, -512.1137805938721, -507.30309295654297, -506.9439384460449, -497.81764793395996, -482.49934673309326, -467.71664810180664, -452.83044624328613, -438.58550319671633, -419.97041606903076, -419.9502000808716, -431.52093505859375, -438.21903667449953, -432.0844924926758, -396.11195907592776, -343.42354106903076, -311.86938095092773, -297.90835361480714, -284.89720649719237, -276.0957515716553, -263.27586059570314, -252.96515235900878, -242.0090120315552, -234.52846717834473, -232.85123538970947, -241.89838142395018, -269.5287420272827, -308.30411396026614, -342.9523536682129, -377.1698740005493, -411.03513622283936, -437.294960975647, -472.10929985046386, -522.22760181427, -568.7871208190918, -597.6405971527099, -639.322303390503, -686.1099964141846, -757.4743400573731, -818.1822101593018, -887.9749160766602]","[1393.0185180664062, 1463.9429718017577, 1498.409243774414, 1530.419888305664, 1533.3037841796875, 1517.1657806396483, 1521.1925872802735, 1531.5436798095702, 1548.1611694335938, 1556.4433227539062, 1598.1801971435548, 1622.3126556396485, 1666.0387023925782, 1697.4265014648438, 1743.422540283203, 1796.479638671875, 1873.7095031738281, 1953.9514526367188, 2044.1600280761718, 2116.717840576172, 2194.6308532714843, 2270.0873779296876, 2258.7909301757813, 2211.753057861328, 2156.0075561523436, 2128.3077880859373, 2116.7728942871095, 2118.597058105469, 2089.427032470703, 2039.5592407226563, 1989.8930114746095, 1939.7740417480468, 1890.4010620117188, 1825.0221557617188, 1824.4778686523437, 1864.5853271484375, 1888.3367858886718, 1869.0019653320312, 1750.0648803710938, 1573.408984375, 1468.8047241210938, 1425.749737548828, 1384.2153259277343, 1356.5374572753906, 1312.4108947753907, 1276.2912567138671, 1235.751138305664, 1205.4779571533204, 1194.6540954589843, 1221.6938446044921, 1316.6656982421875, 1451.1758361816405, 1567.9321044921876, 1679.929345703125, 1788.9119445800782, 1871.737567138672, 1984.1330688476562, 2147.2838623046873, 2298.6081665039064, 2391.964953613281, 2526.690350341797, 2675.5673706054686, 2900.1087646484375, 3088.5310119628907, 3303.269207763672]"
0.6,CNN,100.0,0.0,4.3477558660317985,0.4645907173221283,40.0,0.0,11.913270210000002,4.918205226630518,"[-155.24837074279785, -155.380131149292, -155.30924339294432, -155.14132766723634, -155.0837200164795, -155.5267189025879, -155.57770538330078, -155.8928478240967, -156.05919609069824, -156.2855052947998, -155.8940143585205, -155.65268363952637, -155.4457302093506, -155.01458702087402, -154.68686599731444, -154.92560195922852, -154.98087692260742, -154.92704391479492, -155.42151222229003, -155.63090133666992, -155.82161178588868, -156.1589599609375, -155.9903877258301, -156.26217231750488, -157.2326545715332, -157.07465476989745, -157.3340808868408, -157.46473197937013, -157.08770484924315, -157.11357917785645, -156.614986038208, -155.5713005065918, -155.2640251159668, -155.98838958740234, -156.07883567810057, -156.6189365386963, -156.6442066192627, -155.99527893066406, -156.28898086547852, -156.51069412231445, -157.29693679809571, -157.49705238342284, -157.43278274536132, -157.8770839691162, -157.18332862854004, -156.3402244567871, -155.07757110595702, -152.7974494934082, -152.9145908355713, -154.0428779602051, -154.3837577819824, -154.38817672729493, -154.1826965332031, -153.97651290893555, -153.75963706970214, -154.16708602905274, -154.81029815673827, -155.40613708496093, -155.6281764984131, -155.60555114746094, -155.969242477417, -156.28325653076172, -156.05752601623536, -155.98873863220214, -155.40911560058595]","[258.9551490783691, 261.368123626709, 262.7068206787109, 263.5873435974121, 263.99323120117185, 265.1343368530273, 265.3610321044922, 265.05297698974607, 264.8846946716309, 264.8526191711426, 264.52261810302736, 264.6115104675293, 265.7752197265625, 267.20008239746096, 269.3773788452148, 271.758895111084, 274.6752960205078, 277.56496353149413, 280.4869873046875, 282.6958572387695, 285.01086273193357, 286.4936859130859, 287.5841835021973, 287.6143966674805, 286.4635780334473, 284.56687393188474, 282.5586456298828, 280.57634963989256, 278.75795822143556, 277.9643669128418, 276.929216003418, 275.213549041748, 274.61036682128906, 274.80130157470705, 275.4451759338379, 275.5310707092285, 275.8899864196777, 275.37500076293946, 273.8689338684082, 271.174634552002, 266.21435394287107, 259.84352645874026, 255.2679214477539, 251.6046615600586, 248.29688720703126, 246.2152229309082, 244.3095687866211, 242.72886810302734, 243.73427047729493, 248.51070327758788, 253.9371452331543, 258.54254684448244, 262.3852180480957, 266.0851875305176, 270.35184173583986, 275.1361030578613, 279.4862449645996, 283.12781753540037, 286.73091888427734, 289.76249771118165, 291.4655372619629, 293.1353591918945, 296.3421989440918, 299.1407020568848, 302.13280334472654]"
0.6,GRU,100.0,0.0,2.8936226945986325,0.2966137615945569,40.0,0.0,19.14978025,3.1397096757925658,"[-29.567547702789305, -30.127133464813234, -30.480917310714723, -30.740380620956422, -30.833185291290285, -30.75687575340271, -30.66677145957947, -30.58642497062683, -30.565440368652343, -30.590674257278444, -30.843005990982057, -31.166134452819826, -31.690970611572265, -32.269679403305055, -32.89015893936157, -33.52806010246277, -34.26523685455322, -34.982503461837766, -35.668624019622804, -36.22511959075928, -36.70429954528809, -37.12009410858154, -37.11883020401001, -36.68118200302124, -35.99777293205261, -35.365014219284056, -34.88740611076355, -34.65523629188537, -34.51406946182251, -34.316697692871095, -34.097618913650514, -33.87055082321167, -33.660334300994876, -33.41782755851746, -33.36922674179077, -33.49124436378479, -33.59051041603088, -33.47293472290039, -32.680874538421634, -31.121667003631593, -29.540387392044067, -28.386152267456055, -27.599115896224976, -27.174590063095092, -26.881065368652344, -26.705613756179808, -26.589246940612792, -26.664288139343263, -27.034989404678345, -27.797665500640868, -29.00041847229004, -30.33478698730469, -31.515841579437257, -32.67362899780274, -33.826813507080075, -34.787683439254764, -35.68107895851135, -36.693365049362185, -37.66454138755798, -38.32497653961182, -38.99406433105469, -39.812164306640625, -41.067118644714355, -42.39636583328247, -43.776544380187985]","[232.98466415405272, 235.8977020263672, 237.80356369018554, 239.18644256591796, 239.71386032104493, 239.36699295043945, 238.8911476135254, 238.4311096191406, 238.26781463623047, 238.35412216186523, 239.60409240722657, 241.26797637939453, 243.97142639160157, 247.03018646240236, 250.3275291442871, 253.6835090637207, 257.52573547363284, 261.31603012084963, 264.91842422485354, 267.8903526306152, 270.4247428894043, 272.6156059265137, 272.7932243347168, 270.69276275634763, 267.15141983032225, 263.74024353027346, 261.0850914001465, 259.6883918762207, 258.8878646850586, 257.9217590332031, 256.8033935546875, 255.65450134277344, 254.55088806152344, 253.30532684326172, 253.02073287963867, 253.59644165039063, 254.10803985595703, 253.57696228027345, 249.68826217651366, 241.71143035888673, 233.29802703857422, 226.95832595825195, 222.60163116455078, 220.25730056762694, 218.7341667175293, 217.87476806640626, 217.32311630249023, 217.7253105163574, 219.65562362670897, 223.60755615234376, 229.86341934204103, 236.85887603759767, 243.06203231811523, 249.10432357788085, 255.15056533813475, 260.2837844848633, 265.0030975341797, 270.21357650756835, 275.2890655517578, 278.88221206665037, 282.35025177001955, 286.4969856262207, 292.7680122375488, 299.7011779785156, 306.9071792602539]"
0.6,LSTM,100.0,0.0,2.598703097006665,0.7898617408943527,40.0,0.0,8.970539259999999,6.474613848419181,"[-34.02758376598358, -34.43221862316132, -34.67488076686859, -34.85672791004181, -34.89201369285583, -34.86784729957581, -34.95849702358246, -35.06271851062775, -35.171733903884885, -35.167573308944704, -35.28746440410614, -35.256502103805545, -35.21406562328339, -35.15095911026001, -35.2051265001297, -35.2298063993454, -35.34934091567993, -35.59690556526184, -35.8494633436203, -36.113284134864806, -36.372392249107364, -36.63230731487274, -36.80903615951538, -36.96178052425385, -36.98251969814301, -37.033224534988406, -37.0762781381607, -37.04350197315216, -36.92274801731109, -36.8237340927124, -36.62134764194489, -36.451469564437865, -36.1877423286438, -35.85355515480042, -35.818008232116696, -35.9805428981781, -36.122994327545165, -36.190944242477414, -36.16909062862396, -35.94791731834412, -35.72713601589203, -35.62993445396423, -35.4398998260498, -35.28038902282715, -35.022791385650635, -34.793221497535704, -34.41704325675964, -33.86516861915588, -33.27603414058685, -32.82152899503708, -33.06875450611115, -33.8146271944046, -34.279205322265625, -34.524646854400636, -34.76014080047607, -35.00067360401154, -35.366300559043886, -35.80649781227112, -36.284339451789855, -36.674639558792116, -36.99442486763, -37.21703524589539, -37.42121124267578, -37.70976631641388, -37.97526223659516]","[206.78913955688478, 209.79496002197266, 211.55588912963867, 212.92245178222657, 213.2084976196289, 213.02545166015625, 213.6473129272461, 214.35654373168944, 215.1052619934082, 215.11085815429686, 216.06387023925782, 216.00073928833007, 216.03298721313476, 215.91315765380858, 216.6365837097168, 217.2620651245117, 218.614266204834, 220.7426956176758, 222.949560546875, 225.09685592651368, 227.22107543945313, 229.28726196289062, 230.3910041809082, 231.15877227783204, 231.03190689086915, 231.14825210571288, 231.23528823852538, 230.89252166748048, 229.84488677978516, 228.8465950012207, 227.2423225402832, 225.83738174438477, 223.90615997314453, 221.51791381835938, 221.34969787597657, 222.58058547973633, 223.56443405151367, 223.84125366210938, 222.97589797973632, 220.4811134338379, 218.31707611083985, 217.17828445434571, 215.4247573852539, 213.953076171875, 211.786767578125, 209.88441772460936, 207.1201171875, 203.5057861328125, 199.9834442138672, 197.71875610351563, 200.1776008605957, 205.7878173828125, 209.5438117980957, 211.95238876342773, 214.28494720458986, 216.5143684387207, 219.64819107055663, 223.43069915771486, 227.28217544555665, 230.2798049926758, 233.0059928894043, 235.13014450073243, 237.4393211364746, 240.0342224121094, 242.61994171142578]"
0.7,BiLSTM,100.0,0.0,35.09030992471258,27.576293940294793,30.0,0.0,704.7213755,582.4423464601797,"[-624.9997104644775, -665.3968914031982, -684.104963684082, -701.8884929656982, -702.7012622833251, -692.1602794647217, -693.5541915893555, -699.1107044219971, -708.7975715637207, -714.2184162139893, -739.3784404754639, -754.4780738830566, -781.0120216369629, -799.3177238464356, -824.9691516876221, -854.3976020812988, -896.915633392334, -939.9380897521972, -988.538655090332, -1026.7494777679444, -1068.2314674377442, -1108.4752475738526, -1099.7457122802734, -1071.3216632843018, -1039.360998916626, -1024.1278591156006, -1018.9204818725586, -1022.2766605377197, -1007.9561634063721, -981.108207321167, -954.7207569122314, -927.3656467437744, -900.4816287994385, -863.7125236511231, -863.2009857177734, -885.7760227203369, -899.0170806884765, -887.4431762695312, -817.2053764343261, -712.9351036071778, -652.4111434936524, -629.4484550476075, -608.1259857177735, -595.101245880127, -571.8865909576416, -552.9759395599365, -531.374910736084, -516.2686588287354, -512.4525901794434, -530.9012519836426, -587.4545490264893, -664.4508335113526, -730.7087730407715, -793.9727741241455, -853.9730396270752, -897.4204109191894, -957.1470249176025, -1045.5555862426759, -1126.520586013794, -1174.824284362793, -1246.8764709472657, -1326.523268508911, -1446.0797298431396, -1542.869953918457, -1651.4882545471191]","[1900.2584320068358, 2015.193167114258, 2072.069448852539, 2124.1817260742187, 2128.301550292969, 2102.44736328125, 2111.103713989258, 2130.2412841796877, 2159.362240600586, 2172.0847778320312, 2238.846170043945, 2273.042709350586, 2334.562353515625, 2375.3822174072266, 2441.0823760986327, 2514.993536376953, 2626.7447998046873, 2747.508410644531, 2883.07741394043, 2994.0678466796876, 3113.4392974853517, 3230.117654418945, 3220.409588623047, 3161.0792846679688, 3084.514877319336, 3051.0675933837892, 3041.406597900391, 3047.175228881836, 3002.658157348633, 2928.817767333984, 2849.628988647461, 2770.442092895508, 2687.20188293457, 2576.7346008300783, 2574.0036560058593, 2639.3431732177733, 2680.407586669922, 2655.9895446777346, 2482.461004638672, 2215.7373077392576, 2057.467431640625, 1996.4455780029298, 1933.779052734375, 1892.4376678466797, 1821.9117218017577, 1763.7106170654297, 1693.5363464355469, 1633.4811157226563, 1601.3324951171876, 1627.7848266601563, 1768.84140625, 1981.3562133789062, 2161.7406524658204, 2327.5276306152346, 2486.994842529297, 2607.9528198242188, 2776.936865234375, 3022.0269287109377, 3251.905401611328, 3397.0578948974608, 3598.529348754883, 3813.4038116455076, 4129.384762573242, 4396.174389648438, 4695.00044555664]"
0.7,CNN,100.0,0.0,4.502433321218619,0.33637904603349283,30.0,0.0,11.755112030000001,4.609649175308221,"[-166.9114128112793, -167.40885848999022, -166.73514633178712, -167.26598663330077, -166.56728439331056, -167.1172019958496, -167.10909118652344, -167.71017990112304, -167.67388000488282, -167.96410369873047, -168.04149780273437, -167.62046737670897, -167.57676696777344, -167.33411178588867, -167.35947036743164, -167.23059005737304, -167.93163986206054, -167.83523025512696, -168.56395950317383, -168.83836517333984, -168.97564163208008, -168.9495651245117, -169.26830978393554, -168.7354705810547, -169.28461837768555, -169.24565811157225, -169.16756362915038, -170.2681571960449, -170.18615951538087, -169.36176605224608, -168.41729965209962, -167.7478904724121, -167.36858978271485, -168.09402770996093, -168.98773117065429, -168.68975601196288, -169.12024002075196, -168.2464172363281, -168.00845108032226, -167.23269577026366, -166.8450469970703, -167.28173446655273, -168.18180618286132, -169.7054298400879, -169.12502746582032, -165.82538604736328, -163.87016525268555, -163.31632537841796, -163.6085968017578, -165.6137893676758, -166.57964172363282, -166.68964080810548, -166.22528305053712, -166.3796058654785, -166.60695037841796, -167.23015213012695, -168.13409500122071, -168.7473373413086, -169.06140213012696, -169.11644821166993, -169.61980438232422, -169.97312774658204, -169.93963394165038, -170.12140579223632, -170.56670074462892]","[262.97411651611327, 264.9849563598633, 266.25428466796876, 267.4540367126465, 268.1560218811035, 269.1404144287109, 269.2870002746582, 269.01440505981446, 268.6046905517578, 268.20588836669924, 267.9037628173828, 268.01171493530273, 269.1273796081543, 270.5754051208496, 272.6812805175781, 275.0494239807129, 277.8305046081543, 280.3583534240723, 282.78214569091796, 284.7585075378418, 286.7394203186035, 288.34465103149415, 289.28212509155276, 289.2304000854492, 288.61595611572267, 287.15741806030275, 285.00678024291994, 282.6018859863281, 280.30175399780273, 279.4532783508301, 279.0875930786133, 278.6340919494629, 278.40217819213865, 278.2419975280762, 278.11879653930663, 278.01967544555663, 278.31585083007815, 277.79271240234374, 276.84029922485354, 274.6404632568359, 271.0312698364258, 265.6094284057617, 259.45315170288086, 254.45185089111328, 250.7059700012207, 249.35409622192384, 249.398486328125, 249.43743515014648, 250.70068588256837, 253.83399963378906, 257.69501266479494, 261.9430961608887, 265.94117126464846, 270.02482147216796, 274.2324562072754, 278.2959777832031, 281.9209732055664, 285.26318130493166, 288.5453842163086, 290.88255615234374, 292.3798652648926, 294.31610412597655, 296.9592559814453, 299.22061386108396, 301.27654724121095]"
0.7,GRU,100.0,0.0,2.786854258727561,0.2863536911022518,30.0,0.0,19.06516495,2.9853579253097853,"[-19.333685432374477, -19.736007449030875, -20.040671399235727, -20.258782914280893, -20.36738096177578, -20.368097853660583, -20.321002370119096, -20.246479441225528, -20.19381863474846, -20.167612332105637, -20.282123260200024, -20.469353206455708, -20.79000496864319, -21.207414063811303, -21.68607688546181, -22.15999182462692, -22.68606752753258, -23.238919603824616, -23.754000836610793, -24.20868154168129, -24.585687482357024, -24.906124126911163, -25.043573874235154, -24.888304030895235, -24.45125384926796, -23.94784309864044, -23.501708257198334, -23.1957819879055, -23.028643479943277, -22.919117230176926, -22.772109803557395, -22.63279591500759, -22.4738737821579, -22.311702942848207, -22.25949407219887, -22.305282416939736, -22.3692619651556, -22.348923853039743, -22.007265782356264, -21.118272912502288, -19.950185073912145, -18.910766008496285, -18.12917323410511, -17.666864264011384, -17.397845908999443, -17.26440568268299, -17.178199979662896, -17.186090564727785, -17.389928978681564, -17.86136922724545, -18.687946589291094, -19.679097363352774, -20.563554075360297, -21.397499978542328, -22.249627888202667, -23.035797399282455, -23.741228997707367, -24.43646133542061, -25.145383673906327, -25.724009257555007, -26.19695286154747, -26.701801133155822, -27.416626530885697, -28.345615005493165, -29.32663667201996]","[232.83552932739258, 235.86088638305665, 237.80572967529298, 239.23300704956054, 239.7603889465332, 239.36142272949218, 238.84925689697266, 238.37077941894532, 238.21249389648438, 238.32632141113282, 239.67420806884766, 241.4496063232422, 244.33492889404297, 247.54969863891603, 250.9947937011719, 254.52351303100585, 258.56758880615234, 262.50976486206054, 266.27369232177733, 269.34509429931643, 271.9797622680664, 274.2577239990234, 274.3226837158203, 271.99264373779295, 268.2420310974121, 264.6858039855957, 261.946183013916, 260.5573341369629, 259.7450309753418, 258.70216369628906, 257.5498413085937, 256.35, 255.22651901245118, 253.92972946166992, 253.64439544677734, 254.26344833374023, 254.78569717407225, 254.16995239257812, 249.92013549804688, 241.41977081298828, 232.6674949645996, 226.16456909179686, 221.71157531738282, 219.32832794189454, 217.7661018371582, 216.89366607666017, 216.36689147949218, 216.88167343139648, 218.99380798339843, 223.21319732666015, 229.771736907959, 237.03618545532225, 243.5066246032715, 249.8562210083008, 256.1878379821777, 261.50329132080077, 266.41457748413086, 271.90964660644534, 277.2066375732422, 280.8818115234375, 284.54300079345705, 288.9699447631836, 295.7099548339844, 303.0012496948242, 310.6117202758789]"
